"state","county","checklists","totalSpSeen","modeledTotal","speciesDifference"
"ID","caribou",277,212,298.805870739857,86.8058707398569
"ID","cassia",2311,258,316.676468582245,58.6764685822453
"ID","clark",343,193,284.821761929831,91.8217619298315
"ID","clearwater",550,209,278.385616191739,69.3856161917387
"ID","custer",1816,255,276.870860640343,21.8708606403432
"ID","elmore",2565,279,308.511381411756,29.511381411756
"ID","franklin",194,193,306.101860844662,113.101860844662
"ID","fremont",2020,291,276.326557444875,0
"ID","gem",676,218,298.561605189613,80.5616051896133
"ID","gooding",1301,238,304.464432381668,66.4644323816681
"ID","idaho",2076,242,305.999765272966,63.9997652729656
"ID","jefferson",2721,324,317.186473203968,0
"ID","jerome",327,190,305.90825191668,115.90825191668
"ID","kootenai",5816,257,275.613197704888,18.6131977048877
"ID","latah",16749,265,278.8423148248,13.8423148247996
"ID","lemhi",3065,246,302.100060777428,56.1000607774285
"ID","lewis",237,167,273.7489168418,106.7489168418
"ID","lincoln",129,147,312.702444513131,165.702444513131
"ID","madison",1139,251,307.608942046227,56.6089420462266
"ID","minidoka",616,234,309.242317740195,75.2423177401951
"ID","nez perce",4523,278,286.222578976624,8.22257897662422
"ID","oneida",470,198,320.092466340735,122.092466340735
"ID","owyhee",4548,276,322.071389394926,46.0713893949261
"ID","payette",790,196,302.319890701627,106.319890701627
"ID","power",842,269,310.547096959052,41.5470969590518
"ID","shoshone",1316,210,279.240144062406,69.2401440624061
"ID","teton",1091,202,283.730527537459,81.7305275374593
"ID","twin falls",3199,279,315.982440410733,36.9824404107326
"ID","valley",5043,264,263.927796993932,0
"ID","washington",552,215,296.808688964274,81.8086889642742
"IL","adams",1447,257,309.643891952519,52.6438919525193
"IL","alexander",1382,258,299.538240247833,41.5382402478335
"IL","bond",928,231,309.737242453428,78.7372424534281
"IL","boone",1652,256,296.805022246694,40.8050222466939
"IL","brown",426,255,304.268840122966,49.2688401229656
"IL","bureau",1942,252,303.246425956438,51.2464259564383
"IL","calhoun",908,253,313.779993675903,60.7799936759029
"IL","carroll",2187,275,305.067468114592,30.0674681145916
"IL","cass",509,250,305.88772392897,55.8877239289696
"IL","champaign",11366,294,307.707456809481,13.7074568094806
"IL","christian",554,217,304.188006022844,87.1880060228441
"IL","clark",375,216,298.32568133922,82.3256813392197
"IL","clay",161,153,293.94004587877,140.94004587877
"IL","clinton",6570,329,308.330096365877,0
"IL","coles",6449,283,296.861513514596,13.8615135145959
"IL","cook",169913,368,309.117446406505,0
"IL","crawford",104,164,297.593635003709,133.593635003709
"IL","cumberland",389,197,295.670635617691,98.6706356176908
"IL","de kalb",3493,275,299.334881245,24.3348812450001
"IL","de witt",1913,288,304.348779290016,16.3487792900162
"IL","douglas",888,239,303.655648654488,64.6556486544877
"IL","du page",65772,307,302.594706498839,0
"IL","edgar",270,203,298.314157149634,95.3141571496343
"IL","edwards",560,221,287.547762796115,66.5477627961146
"IL","effingham",549,205,296.837657122779,91.8376571227786
"IL","fayette",963,292,303.633038726894,11.6330387268938
"IL","ford",481,210,303.488659846294,93.4886598462942
"IL","franklin",1505,260,293.113936554838,33.1139365548383
"IL","fulton",3209,297,310.948227637076,13.9482276370757
"IL","gallatin",193,216,294.80296319622,78.8029631962198
"IL","greene",231,187,314.155870190763,127.155870190763
"IL","grundy",3626,277,302.04762580638,25.04762580638
"IL","hamilton",251,189,293.724847528295,104.724847528295
"IL","hancock",535,219,311.862213736917,92.8622137369171
"IL","hardin",146,125,286.33106480643,161.33106480643
"IL","henderson",475,211,310.039495699362,99.0394956993619
"IL","henry",2058,237,310.637007755342,73.6370077553416
"IL","iroquois",868,249,306.71062222047,57.7106222204705
"IL","jackson",7471,280,297.914306445025,17.9143064450247
"IL","jasper",758,232,297.934201818192,65.934201818192
"IL","jefferson",1512,253,292.467668050362,39.4676680503622
"IL","jersey",867,252,316.241721257887,64.241721257887
"IL","jo daviess",947,240,304.665440921917,64.6654409219171
"IL","johnson",2320,247,292.155630917886,45.1556309178861
"IL","kane",29851,311,302.425893584937,0
"IL","kankakee",10996,291,302.717342758376,11.7173427583763
"IL","kendall",6768,270,299.979041902775,29.9790419027753
"IL","knox",1021,231,308.165392047802,77.165392047802
"IL","lake",57746,346,314.243496424383,0
"IL","la salle",4401,282,303.892921246619,21.8929212466194
"IL","lawrence",247,204,292.320884345966,88.3208843459664
"IL","lee",2076,270,299.212468234442,29.2124682344422
"IL","livingston",858,235,304.889818311174,69.8898183111739
"IL","logan",613,218,304.722379952035,86.7223799520349
"IL","mcdonough",502,194,306.199793581096,112.199793581096
"IL","mchenry",13275,285,297.946251277006,12.946251277006
"IL","mclean",9243,301,308.190279935197,7.19027993519717
"IL","macon",1254,282,304.538552578062,22.538552578062
"IL","macoupin",528,200,313.323092523934,113.323092523934
"IL","madison",10116,312,317.252987313933,5.25298731393298
"IL","marion",818,233,290.684201510454,57.6842015104543
"IL","marshall",1009,259,298.993201066858,39.9932010668583
"IL","mason",3322,308,306.071420816707,0
"IL","massac",1689,268,285.950357176412,17.9503571764124
"IL","menard",2572,241,304.451123903794,63.4511239037935
"IL","mercer",452,208,313.589665338564,105.589665338564
"IL","monroe",1138,279,296.523500365769,17.5235003657688
"IL","montgomery",627,201,304.871740583232,103.871740583232
"IL","morgan",1087,291,306.429208555152,15.4292085551522
"IL","moultrie",928,268,301.91261331386,33.9126133138603
"IL","ogle",1686,275,300.15585492549,25.1558549254896
"IL","peoria",4935,287,306.356061188281,19.356061188281
"IL","perry",623,228,293.854064390904,65.8540643909042
"IL","piatt",805,232,305.533171828876,73.5331718288758
"IL","pike",286,199,307.271606398833,108.271606398833
"IL","pope",394,196,289.114905156861,93.1149051568611
"IL","pulaski",1587,249,290.212275363583,41.2122753635828
"IL","putnam",1835,282,297.920068976038,15.9200689760382
"IL","randolph",1013,246,297.815443400981,51.8154434009815
"IL","richland",261,198,292.004438960904,94.0044389609044
"IL","rock island",3907,267,310.596684980622,43.5966849806221
"IL","st clair",21169,273,300.360164776238,27.3601647762378
"IL","saline",291,206,295.366989564833,89.3669895648328
"IL","sangamon",6196,302,308.319083587211,6.31908358721137
"IL","schuyler",345,197,305.877005290602,108.877005290602
"IL","scott",158,198,304.597312790117,106.597312790117
"IL","shelby",648,247,304.75023518136,57.7502351813597
"IL","stark",532,220,301.826738598769,81.8267385987685
"IL","stephenson",600,234,300.2601174081,66.2601174080997
"IL","tazewell",7031,284,306.111968431108,22.1119684311079
"IL","union",2525,273,296.708600280025,23.7086002800253
"IL","vermilion",1626,252,309.491085634418,57.4910856344177
"IL","wabash",145,217,285.53881862243,68.5388186224301
"IL","warren",327,206,308.38268168918,102.38268168918
"IL","washington",800,181,290.859647564103,109.859647564103
"IL","wayne",250,216,287.843485563336,71.8434855633359
"IL","white",1317,183,292.717721473766,109.717721473766
"IL","whiteside",2246,285,305.761113363733,20.7611133637333
"IL","will",22533,306,305.505287769937,0
"IL","williamson",7387,280,294.090079181531,14.0900791815309
"IL","winnebago",12648,313,301.135889156805,0
"IL","woodford",4281,295,301.681928520199,6.68192852019945
"IN","adams",287,198,285.643853278777,87.6438532787766
"IN","allen",4723,283,284.695208963555,1.69520896355516
"IN","bartholomew",810,228,278.972962017458,50.9729620174583
"IN","benton",961,279,300.485545615235,21.4855456152346
"IN","blackford",1017,165,289.3975067046,124.3975067046
"IN","boone",3081,266,274.59303174663,8.59303174662966
"IN","brown",2387,271,276.885405341292,5.88540534129226
"IN","carroll",234,168,292.522431515158,124.522431515158
"IN","cass",1777,250,287.557307963158,37.5573079631578
"IN","clark",2195,256,277.047912701311,21.0479127013108
"IN","clay",487,233,288.628740157461,55.6287401574609
"IN","clinton",199,175,284.988162699202,109.988162699202
"IN","crawford",344,184,277.22721565431,93.2272156543095
"IN","daviess",603,233,289.416539623289,56.4165396232885
"IN","dearborn",1770,275,278.798261803096,3.79826180309635
"IN","decatur",261,158,278.473677364283,120.473677364283
"IN","de kalb",474,156,283.828248264028,127.828248264028
"IN","delaware",2360,259,278.176010223845,19.1760102238449
"IN","dubois",563,218,287.732664709952,69.7326647099518
"IN","elkhart",10592,291,292.61449087039,1.61449087038994
"IN","fayette",581,180,273.751937170741,93.7519371707407
"IN","floyd",1716,217,273.438232951896,56.4382329518957
"IN","fountain",253,190,290.733156897943,100.733156897943
"IN","franklin",744,237,275.408589899571,38.4085898995707
"IN","fulton",116,159,286.145315626182,127.145315626182
"IN","gibson",5379,308,289.634431791915,0
"IN","grant",1341,202,282.743896329062,80.7438963290616
"IN","greene",7701,296,289.721535020327,0
"IN","hamilton",6062,265,276.746787066985,11.7467870669846
"IN","hancock",1808,222,275.455038688397,53.4550386883974
"IN","harrison",5996,210,274.481511452959,64.4815114529585
"IN","hendricks",1736,227,284.483803690486,57.4838036904861
"IN","henry",776,241,275.534111179451,34.5341111794511
"IN","howard",202,172,284.906886995112,112.906886995112
"IN","huntington",1494,246,280.801020458753,34.8010204587527
"IN","jackson",3540,267,279.677190319349,12.6771903193494
"IN","jasper",611,242,300.072799827691,58.0727998276909
"IN","jay",600,209,277.350222577144,68.3502225771442
"IN","jefferson",455,204,278.15281787037,74.1528178703697
"IN","jennings",586,231,280.816160270428,49.8161602704278
"IN","johnson",3951,251,280.359598288984,29.3595982889836
"IN","knox",941,225,289.763771608781,64.7637716087812
"IN","kosciusko",1944,257,285.004926469467,28.0049264694671
"IN","lagrange",3316,271,281.858028291505,10.8580282915047
"IN","lake",8759,346,313.758776101384,0
"IN","la porte",4324,316,307.808878045816,0
"IN","lawrence",1695,229,280.746444520227,51.7464445202268
"IN","madison",1528,224,281.994422192374,57.9944221923739
"IN","marion",17317,296,279.105462218347,0
"IN","marshall",470,233,287.059778989473,54.0597789894733
"IN","martin",338,196,286.189230826107,90.1892308261073
"IN","miami",939,205,283.531386448751,78.5313864487508
"IN","monroe",13204,307,287.262086778344,0
"IN","montgomery",1087,253,286.916154943264,33.916154943264
"IN","morgan",1076,228,287.725740705781,59.7257407057811
"IN","newton",4252,293,301.731833283878,8.73183328387756
"IN","noble",3793,219,277.136132338794,58.1361323387941
"IN","ohio",71,136,278.868111667217,142.868111667217
"IN","orange",665,241,285.167291248648,44.1672912486479
"IN","owen",778,202,286.908355530749,84.9083555307486
"IN","parke",749,234,288.660505013411,54.6605050134109
"IN","perry",323,177,281.737656084291,104.737656084291
"IN","pike",1279,265,285.921686498099,20.9216864980993
"IN","porter",10181,334,315.047838472526,0
"IN","posey",657,232,288.615776569679,56.6157765696793
"IN","pulaski",360,218,294.843714119246,76.8437141192463
"IN","putnam",2197,222,286.431814761991,64.4318147619911
"IN","randolph",184,128,275.54715395998,147.54715395998
"IN","ripley",440,212,275.178592691579,63.1785926915787
"IN","rush",157,122,273.837705236683,151.837705236683
"IN","st joseph",10524,267,295.448970565134,28.448970565134
"IN","scott",733,236,277.690724288495,41.6907242884952
"IN","shelby",283,171,278.67900105652,107.67900105652
"IN","spencer",739,238,283.851020210666,45.8510202106659
"IN","starke",1016,238,295.068454431216,57.0684544312157
"IN","steuben",2050,246,277.439325021385,31.4393250213845
"IN","sullivan",2013,281,295.889465896599,14.8894658965989
"IN","switzerland",71,137,278.112554616355,141.112554616355
"IN","tippecanoe",22773,295,295.090091047924,0.0900910479237496
"IN","tipton",122,138,289.245536732834,151.245536732834
"IN","union",2347,265,271.611633741421,6.61163374142092
"IN","vanderburgh",4817,258,287.423873861195,29.4238738611949
"IN","vermillion",772,253,295.102181967077,42.1021819670771
"IN","vigo",3067,281,293.328864912122,12.3288649121217
"IN","wabash",710,241,282.822443530772,41.8224435307719
"IN","warren",406,224,300.207734377794,76.207734377794
"IN","warrick",8146,268,285.945684921476,17.9456849214761
"IN","washington",307,203,277.599300067263,74.5993000672626
"IN","wayne",1135,235,271.140389811164,36.1403898111636
"IN","wells",927,178,283.824100832435,105.824100832435
"IN","white",670,208,293.291417255984,85.2914172559836
"IN","whitley",555,182,280.994399808834,98.9943998088344
"IA","adair",218,160,293.326049447142,133.326049447142
"IA","adams",64,184,297.72769984861,113.72769984861
"IA","allamakee",996,246,290.779548686165,44.7795486861649
"IA","appanoose",503,250,301.414246019872,51.4142460198722
"IA","audubon",95,173,293.979425818185,120.979425818185
"IA","benton",455,202,301.5948723187,99.5948723187001
"IA","black hawk",4679,280,293.303684844978,13.3036848449779
"IA","boone",691,262,295.863749302811,33.8637493028114
"IA","bremer",875,253,291.809791391366,38.809791391366
"IA","buchanan",387,182,293.339938968238,111.339938968238
"IA","buena vista",145,191,288.482240727611,97.4822407276108
"IA","butler",410,198,288.835599344821,90.8355993448207
"IA","calhoun",409,200,290.423932562713,90.4239325627125
"IA","carroll",609,228,290.528891321883,62.5288913218826
"IA","cass",477,165,296.227363205541,131.227363205541
"IA","cedar",374,191,308.018366062265,117.018366062265
"IA","cerro gordo",577,255,287.298509329256,32.2985093292565
"IA","cherokee",160,223,288.895573726479,65.8955737264786
"IA","chickasaw",76,125,289.080636897681,164.080636897681
"IA","clarke",102,136,296.420313939504,160.420313939504
"IA","clay",464,244,289.089368580025,45.0893685800248
"IA","clayton",726,237,297.633278372322,60.6332783723224
"IA","clinton",369,222,308.759047685843,86.7590476858434
"IA","crawford",101,102,293.946267421258,191.946267421258
"IA","dallas",2331,258,299.007920099173,41.0079200991726
"IA","davis",71,118,307.865468192356,189.865468192356
"IA","decatur",291,223,302.853766718149,79.8537667181488
"IA","delaware",169,167,295.563255616978,128.563255616978
"IA","des moines",1015,275,312.706455752771,37.7064557527706
"IA","dickinson",1364,276,287.185315171858,11.1853151718583
"IA","dubuque",3180,273,296.593144846393,23.5931448463927
"IA","emmet",160,206,286.326957595379,80.3269575953793
"IA","fayette",241,192,290.933887601513,98.9338876015134
"IA","floyd",188,171,286.727716724702,115.727716724702
"IA","franklin",125,156,287.555631358299,131.555631358299
"IA","fremont",510,280,305.796072203883,25.7960722038826
"IA","greene",381,234,292.958686019588,58.9586860195877
"IA","grundy",158,171,289.525025966988,118.525025966988
"IA","guthrie",275,238,292.206786620984,54.2067866209843
"IA","hamilton",253,205,287.998741673661,82.9987416736613
"IA","hancock",249,233,285.151695462784,52.1516954627839
"IA","hardin",405,229,288.256399822103,59.2563998221029
"IA","harrison",1298,255,297.595740561186,42.5957405611859
"IA","henry",210,181,309.833485396719,128.833485396719
"IA","howard",156,145,285.915343742445,140.915343742445
"IA","humboldt",41,137,288.041853097835,151.041853097835
"IA","ida",180,139,287.509182608162,148.509182608162
"IA","iowa",654,252,303.823378143973,51.8233781439729
"IA","jackson",1031,266,307.112206970419,41.1122069704194
"IA","jasper",1497,239,305.735362838194,66.7353628381943
"IA","jefferson",2365,231,309.790457803088,78.7904578030879
"IA","johnson",11286,321,311.465117117632,0
"IA","jones",354,212,305.685073319696,93.6850733196956
"IA","keokuk",126,153,310.80336385615,157.80336385615
"IA","kossuth",301,242,292.889565968842,50.8895659688423
"IA","lee",562,252,311.438185884223,59.4381858842231
"IA","linn",10828,287,304.942261205806,17.9422612058057
"IA","louisa",923,265,311.864936627443,46.8649366274432
"IA","lucas",678,241,299.409021022675,58.4090210226751
"IA","lyon",128,174,289.628563054241,115.628563054241
"IA","madison",681,223,298.556957575536,75.5569575755362
"IA","mahaska",115,162,306.076930418394,144.076930418394
"IA","marion",948,299,306.800045020207,7.80004502020722
"IA","marshall",451,221,296.057266480156,75.0572664801562
"IA","mills",334,200,300.763894107291,100.763894107291
"IA","mitchell",53,150,284.218738700579,134.218738700579
"IA","monona",377,233,297.123958194639,64.1239581946392
"IA","monroe",160,174,305.194563865546,131.194563865546
"IA","montgomery",97,117,298.207894236364,181.207894236364
"IA","muscatine",645,239,312.043324590948,73.0433245909477
"IA","obrien",222,191,288.441818801105,97.4418188011047
"IA","osceola",61,141,286.773615574628,145.773615574628
"IA","page",83,149,302.858710875238,153.858710875238
"IA","palo alto",171,205,287.587330041753,82.5873300417531
"IA","plymouth",288,201,294.093728328513,93.0937283285127
"IA","pocahontas",468,218,287.102411110699,69.1024111106986
"IA","polk",12165,331,306.93413008044,0
"IA","pottawattamie",1735,268,306.710992828552,38.7109928285516
"IA","poweshiek",397,189,303.344642581025,114.344642581025
"IA","ringgold",287,192,301.048338952888,109.048338952888
"IA","sac",414,215,287.027954503475,72.0279545034747
"IA","scott",3432,278,308.856207457662,30.8562074576625
"IA","shelby",131,155,291.912192990304,136.912192990304
"IA","sioux",829,241,294.022355445957,53.0223554459569
"IA","story",3725,291,296.240524823055,5.24052482305461
"IA","tama",704,252,296.681497897278,44.6814978972776
"IA","taylor",88,184,301.402765428052,117.402765428052
"IA","union",209,212,296.277844167709,84.2778441677086
"IA","van buren",424,223,312.936210524499,89.936210524499
"IA","wapello",149,174,308.244087479166,134.244087479166
"IA","warren",302,266,307.094968400451,41.0949684004509
"IA","washington",417,205,311.082588219352,106.082588219352
"IA","wayne",78,211,300.093477044235,89.0934770442346
"IA","webster",207,184,291.525619699527,107.525619699527
"IA","winnebago",965,233,283.93653825491,50.9365382549101
"IA","winneshiek",944,229,287.786349225647,58.7863492256467
"IA","woodbury",2122,261,298.937007419923,37.9370074199232
"IA","worth",173,171,283.055551433103,112.055551433103
"IA","wright",63,177,286.74129324652,109.74129324652
"KS","allen",461,236,289.981756535437,53.9817565354373
"KS","anderson",320,218,297.969989637662,79.969989637662
"KS","atchison",939,250,300.734866360509,50.7348663605094
"KS","barber",465,235,297.360296914293,62.3602969142934
"KS","barton",3178,318,302.341818322364,0
"KS","bourbon",373,236,293.17790417652,57.1779041765199
"KS","brown",1430,247,297.542215083211,50.5422150832114
"KS","butler",1337,263,299.636468799931,36.6364687999315
"KS","chase",644,231,300.023120363239,69.0231203632391
"KS","chautauqua",210,204,286.826899970641,82.826899970641
"KS","cherokee",860,254,292.188286632563,38.1882866325628
"KS","cheyenne",427,201,335.657830405417,134.657830405417
"KS","clark",682,247,300.256719992973,53.2567199929734
"KS","clay",572,246,298.768436042438,52.7684360424382
"KS","cloud",274,197,302.583149004844,105.583149004844
"KS","coffey",956,277,296.274331775123,19.2743317751235
"KS","comanche",736,238,293.133406799931,55.1334067999313
"KS","cowley",929,270,297.166954733203,27.1669547332029
"KS","crawford",737,231,284.944799078973,53.9447990789728
"KS","decatur",127,163,313.422695183323,150.422695183323
"KS","dickinson",420,219,304.18610231892,85.18610231892
"KS","doniphan",202,218,301.500967811984,83.5009678119841
"KS","douglas",12091,331,303.096096276579,0
"KS","edwards",327,192,294.631523070956,102.631523070956
"KS","elk",197,208,286.250381783274,78.2503817832743
"KS","ellis",1497,214,305.563333348937,91.5633333489367
"KS","ellsworth",1415,273,298.149930320273,25.1499303202731
"KS","finney",1247,260,323.938507924485,63.9385079244847
"KS","ford",1583,265,302.218236348953,37.218236348953
"KS","franklin",778,201,300.769201728632,99.7692017286316
"KS","geary",1450,286,296.742019758624,10.7420197586239
"KS","gove",325,177,313.114835397873,136.114835397873
"KS","graham",114,176,314.496215713236,138.496215713236
"KS","grant",163,197,322.329430627796,125.329430627796
"KS","gray",347,181,306.966197365386,125.966197365386
"KS","greeley",146,169,336.980944282546,167.980944282546
"KS","greenwood",295,228,294.867294308929,66.8672943089289
"KS","hamilton",251,218,335.511149115098,117.511149115098
"KS","harper",445,218,294.252618941433,76.2526189414328
"KS","harvey",3298,285,294.051327638851,9.05132763885081
"KS","haskell",202,188,316.340754425981,128.340754425981
"KS","hodgeman",439,225,302.425927695656,77.4259276956561
"KS","jackson",1070,248,296.963606650267,48.9636066502674
"KS","jefferson",2071,298,302.216387328993,4.21638732899345
"KS","jewell",239,219,311.519535711258,92.5195357112582
"KS","johnson",25903,320,306.521824261906,0
"KS","kearny",206,207,330.468627508721,123.468627508721
"KS","kingman",477,259,303.713316374742,44.7133163747416
"KS","kiowa",2216,231,292.792180908392,61.7921809083916
"KS","labette",716,232,290.027731228573,58.0277312285733
"KS","lane",178,177,302.608481782517,125.608481782517
"KS","leavenworth",2778,269,304.458688409489,35.4586884094895
"KS","lincoln",300,218,299.872484518721,81.8724845187215
"KS","linn",1915,291,301.214449130835,10.2144491308349
"KS","logan",358,195,334.483367955528,139.483367955528
"KS","lyon",970,256,298.024581559984,42.0245815599843
"KS","mcpherson",769,247,304.254486683209,57.2544866832094
"KS","marion",1442,254,301.616072518862,47.6160725188623
"KS","marshall",151,176,303.499692597784,127.499692597784
"KS","meade",313,222,304.157324990521,82.1573249905214
"KS","miami",1994,271,302.32894243436,31.3289424343603
"KS","mitchell",259,240,300.813621838614,60.8136218386142
"KS","montgomery",545,246,291.088169100395,45.0881691003953
"KS","morris",347,231,298.338818247014,67.3388182470144
"KS","morton",2187,322,326.512718294359,4.51271829435854
"KS","nemaha",139,206,295.62287156647,89.6228715664695
"KS","neosho",2976,286,285.371577167898,0
"KS","ness",249,184,307.606296110302,123.606296110302
"KS","norton",194,216,310.12707313766,94.1270731376605
"KS","osage",1716,288,298.49843078801,10.4984307880096
"KS","osborne",177,220,305.827126971117,85.8271269711174
"KS","ottawa",353,207,301.210217732897,94.2102177328968
"KS","pawnee",575,215,296.863760351758,81.8637603517585
"KS","phillips",259,221,309.574988620504,88.5749886205038
"KS","pottawatomie",5246,303,300.751730294266,0
"KS","pratt",723,246,294.510556861201,48.510556861201
"KS","rawlins",134,179,315.862496611227,136.862496611227
"KS","reno",3452,319,305.140796785318,0
"KS","republic",221,192,306.020734727602,114.020734727602
"KS","rice",384,206,298.023810829918,92.0238108299181
"KS","riley",9452,322,299.486548318559,0
"KS","rooks",1319,267,306.741399465996,39.7413994659955
"KS","rush",290,176,296.684051310469,120.684051310469
"KS","russell",1770,304,304.807172913141,0.807172913140619
"KS","saline",1760,240,299.693798662437,59.6937986624367
"KS","scott",500,235,321.018451318414,86.0184513184137
"KS","sedgwick",6952,344,309.259031603553,0
"KS","seward",328,220,314.894261035247,94.8942610352473
"KS","shawnee",8143,296,297.922932420573,1.92293242057349
"KS","sheridan",558,172,315.608474215876,143.608474215876
"KS","sherman",301,196,335.446119402282,139.446119402282
"KS","smith",203,191,311.151978678004,120.151978678004
"KS","stafford",3789,317,298.114804964452,0
"KS","stanton",314,190,324.923043036977,134.923043036977
"KS","stevens",291,191,320.562458654566,129.562458654566
"KS","sumner",776,268,300.455630558941,32.4556305589406
"KS","thomas",269,166,332.115888633033,166.115888633033
"KS","trego",368,211,310.173147826993,99.1731478269933
"KS","wabaunsee",1016,246,295.869568373231,49.8695683732306
"KS","wallace",169,174,339.560138064304,165.560138064304
"KS","washington",140,196,306.72550255539,110.72550255539
"KS","wichita",136,174,325.238082219242,151.238082219242
"KS","wilson",429,223,291.486081383208,68.4860813832084
"KS","woodson",338,233,294.921919033606,61.9219190336063
"KS","wyandotte",2250,255,302.82411294743,47.8241129474304
"KY","adair",744,239,261.489022401429,22.4890224014293
"KY","allen",175,215,263.440307009453,48.4403070094529
"KY","anderson",515,186,272.294702883485,86.2947028834852
"KY","ballard",136,231,285.5154243809,54.5154243808998
"KY","barren",1233,242,264.628372828737,22.6283728287369
"KY","bath",232,197,274.54676749,77.5467674899999
"KY","bell",221,177,258.684046075846,81.684046075846
"KY","boone",1522,245,278.686374366733,33.6863743667325
"KY","bourbon",92,101,276.882436819573,175.882436819573
"KY","boyd",3038,190,270.601528143126,80.6015281431255
"KY","boyle",479,174,254.928095451186,80.9280954511858
"KY","bracken",82,149,278.88430194109,129.88430194109
"KY","breathitt",35,124,262.745043955454,138.745043955454
"KY","breckinridge",135,126,272.865196724234,146.865196724234
"KY","bullitt",1471,205,272.680889141435,67.6808891414349
"KY","butler",21,119,274.555849572475,155.555849572475
"KY","caldwell",41,78,283.598499171733,205.598499171733
"KY","calloway",776,258,285.07187752955,27.0718775295502
"KY","campbell",1432,207,278.529984364272,71.5299843642721
"KY","carlisle",35,159,285.784778993653,126.784778993653
"KY","carroll",127,133,275.067723580256,142.067723580256
"KY","carter",370,161,275.630337466865,114.630337466865
"KY","casey",331,159,255.718962257818,96.7189622578177
"KY","christian",1046,246,283.002908495266,37.0029084952657
"KY","clark",186,138,270.290085636769,132.290085636769
"KY","clay",42,97,257.645932923251,160.645932923251
"KY","clinton",65,153,259.899127589149,106.899127589149
"KY","crittenden",78,147,282.508154370524,135.508154370524
"KY","cumberland",92,157,260.871885415731,103.871885415731
"KY","daviess",438,190,286.680176157748,96.6801761577477
"KY","edmonson",927,186,262.960059305527,76.9600593055266
"KY","elliott",36,119,266.273645789291,147.273645789291
"KY","estill",35,97,260.851107910795,163.851107910795
"KY","fayette",9509,270,270.367270302674,0.367270302673944
"KY","fleming",134,169,275.130301778118,106.130301778118
"KY","floyd",56,127,267.467808626298,140.467808626298
"KY","franklin",1577,215,274.565805247673,59.5658052476733
"KY","fulton",723,275,288.301484427023,13.3014844270227
"KY","gallatin",130,159,274.787116481327,115.787116481327
"KY","garrard",98,153,255.718497065858,102.718497065858
"KY","grant",469,153,274.098427959444,121.098427959444
"KY","graves",105,131,285.872249187696,154.872249187696
"KY","grayson",163,132,268.424342320082,136.424342320082
"KY","green",42,110,262.370853093127,152.370853093127
"KY","greenup",291,183,278.462073780208,95.462073780208
"KY","hancock",20,78,279.491026149827,201.491026149827
"KY","hardin",2189,230,267.333497633486,37.3334976334862
"KY","harlan",111,144,252.339954472395,108.339954472395
"KY","harrison",280,127,276.945164086185,149.945164086185
"KY","hart",1330,219,263.837641441412,44.837641441412
"KY","henderson",3770,279,288.460035258803,9.46003525880269
"KY","henry",81,129,274.825261049173,145.825261049173
"KY","hickman",38,140,282.557197962608,142.557197962608
"KY","hopkins",661,212,283.950119757622,71.950119757622
"KY","jackson",73,139,255.585404770761,116.585404770761
"KY","jefferson",16922,312,277.91749431641,0
"KY","jessamine",870,189,271.225018245166,82.225018245166
"KY","johnson",136,127,267.92085949344,140.92085949344
"KY","kenton",1562,210,275.461125040475,65.4611250404755
"KY","knott",42,115,264.474228131221,149.474228131221
"KY","knox",47,88,254.670278318455,166.670278318455
"KY","larue",310,165,263.328836646442,98.328836646442
"KY","laurel",824,182,256.67710322904,74.67710322904
"KY","lawrence",54,141,271.215670543231,130.215670543231
"KY","lee",45,115,259.231810628621,144.231810628621
"KY","leslie",103,93,257.882645716868,164.882645716868
"KY","letcher",93,147,262.036569732085,115.036569732085
"KY","lewis",29,126,278.199110171985,152.199110171985
"KY","lincoln",266,194,253.641522716287,59.6415227162866
"KY","livingston",248,218,285.988280249011,67.9882802490114
"KY","logan",431,205,275.969810697626,70.9698106976256
"KY","lyon",1083,265,284.615225416536,19.615225416536
"KY","mccracken",514,192,285.933577420515,93.9335774205153
"KY","mccreary",384,172,256.040225130701,84.0402251307011
"KY","mclean",55,153,282.366304194454,129.366304194454
"KY","madison",3965,247,269.887225194448,22.8872251944484
"KY","magoffin",13,82,263.43949790679,181.43949790679
"KY","marion",49,111,263.147277953139,152.147277953139
"KY","marshall",1505,284,284.080478128327,0.0804781283267744
"KY","martin",12,71,264.793696632083,193.793696632083
"KY","mason",241,163,279.221978247077,116.221978247077
"KY","meade",115,169,274.351282473185,105.351282473185
"KY","menifee",143,166,254.760033855295,88.7600338552953
"KY","mercer",521,219,266.731948952142,47.7319489521416
"KY","metcalfe",170,135,260.799260263299,125.799260263299
"KY","monroe",116,163,260.611500732944,97.6115007329439
"KY","montgomery",66,103,264.576460811611,161.576460811611
"KY","morgan",44,111,265.704233940359,154.704233940359
"KY","muhlenberg",742,262,276.963999195488,14.9639991954879
"KY","nelson",921,177,265.64785212991,88.6478521299102
"KY","nicholas",46,133,276.010537227269,143.010537227269
"KY","ohio",168,205,273.064045973918,68.0640459739183
"KY","oldham",1711,213,275.68602758448,62.6860275844798
"KY","owen",150,151,273.455200745861,122.455200745861
"KY","owsley",20,82,256.701262618848,174.701262618848
"KY","pendleton",371,132,279.578280729073,147.578280729073
"KY","perry",69,111,261.39522823002,150.39522823002
